timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-09T23:56:48,codecarbon,33f85ac7-19ec-4a6c-bee6-d559406cdb1c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6017902000003232,1.1474487360411643e-06,1.9067255266711687e-06,60.0,0.0,10.0,1.0006396666676663e-05,0.0,1.6608333333351766e-06,1.166723000001184e-05,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.26100-SP0,3.12.6,3.0.2,8,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,1,1 x NVIDIA GeForce MX250,-35.2235,-5.8111,7.826160430908203,machine,N,1.0
2025-06-09T23:56:54,codecarbon,9003dde8-66e2-457b-8beb-aecd231b52c1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1480095999995683,2.795231830610047e-07,1.8885476554346473e-06,60.0,0.0,10.0,2.4425149999994267e-06,0.0,3.996697222217133e-07,2.84218472222114e-06,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.26100-SP0,3.12.6,3.0.2,8,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,1,1 x NVIDIA GeForce MX250,-35.2235,-5.8111,7.826160430908203,machine,N,1.0
